Date,Day,Mood,Productivity Score,Energy Level,Gym,Day Type,Reading,Sleep Hours,Games Played,Music Related,Custom Activities
2023-04-13,Thursday,Good,5,Low,"['Cardio', 'Legs Day']",Home office,False,5.4,[],['Vocals'],['Dinner with Cami']
2023-04-12,Wednesday,Neutral,4,Very High,[],Home office,False,4.8,"['Chess', ""Baldur's Gate""]",['Piano'],['Meditation']
2023-04-11,Tuesday,Amazing,2,High,[],Weekend,True,6.5,['Chess'],"['Piano', 'Guitar', 'Bass']",[]
2023-04-10,Monday,Meh,2,Medium,[],Office,True,5.8,"[""Baldur's Gate"", 'Chess']",[],"['Dinner with Cami', 'Meditation']"
2023-04-09,Sunday,Good,2,High,"['Arms Day', 'Back Day']",Weekend,True,8.0,"['Clash Royale', 'Zelda']",['Vocals'],['Meditation']
2023-04-08,Saturday,Neutral,4,High,['Arms Day'],Weekend,True,7.0,"[""Baldur's Gate""]","['Guitar', 'Bass']",['Dinner with Cami']
2023-04-07,Friday,Good,4,Low,[],Home office,False,7.2,[],"['Recording', 'Piano', 'Guitar']","['Dinner with Cami', 'Cooking', 'Work in HabitLens']"
2023-04-06,Thursday,Good,4,Very High,"['Cardio', 'Chest Day']",Home office,False,8.2,[],['Piano'],['Work in HabitLens']
2023-04-05,Wednesday,Neutral,2,Very Low,"['Chest Day', 'Back Day']",Classes,True,8.0,"[""Baldur's Gate"", 'Chess']","['Bass', 'Guitar']","['Meditation', 'Cooking']"
2023-04-04,Tuesday,Great,5,Medium,"['Chest Day', 'Back Day']",Office,False,6.3,"['Chess', 'Clash Royale']","['Piano', 'Composition', 'Vocals']","['Meditation', 'Work in HabitLens', 'Cooking']"
2023-04-03,Monday,Neutral,3,Low,"['Legs Day', 'Chest Day']",Office,False,7.1,[],"['Listening', 'Composition']","['Meditation', 'Work in HabitLens', 'Dinner with Cami']"
2023-04-02,Sunday,Neutral,5,Very Low,['Cardio'],Weekend,True,5.3,['Zelda'],[],['Dinner with Cami']
2023-04-01,Saturday,Neutral,3,Medium,[],Weekend,False,5.9,"[""Baldur's Gate""]",[],"['Hangout with Cami', 'Work in HabitLens']"
2023-03-31,Friday,Good,3,Low,[],Office,True,5.4,[],['Piano'],"['Meditation', 'Work in HabitLens']"
2023-03-30,Thursday,Neutral,3,Low,[],Classes,False,8.5,"['Chess', 'Zelda']",['Bass'],[]
2023-03-29,Wednesday,Neutral,2,Medium,['Legs Day'],Classes,True,7.3,"[""Baldur's Gate"", 'Chess']","['Practice', 'Guitar', 'Listening']",['Work in HabitLens']
2023-03-28,Tuesday,Good,1,Medium,[],Weekend,True,5.9,[],"['Bass', 'Guitar']","['Work in HabitLens', 'Dinner with Cami']"
2023-03-27,Monday,Good,4,Low,[],Office,True,7.4,[],"['Bass', 'Composition']",['Dinner with Cami']
2023-03-26,Sunday,Great,4,High,[],Weekend,True,7.6,[],"['Practice', 'Recording']",['Work in HabitLens']
2023-03-25,Saturday,Meh,2,Very Low,['Arms Day'],Weekend,False,8.4,[],"['Recording', 'Piano']",['Meditation']
2023-03-24,Friday,Good,2,Medium,['Back Day'],Home office,True,6.9,"['Chess', 'Zelda']","['Recording', 'Bass', 'Vocals']","['Meditation', 'Cooking', 'Work in HabitLens']"
2023-03-23,Thursday,Great,1,Medium,['Arms Day'],Home office,False,7.9,"['Zelda', 'Clash Royale']",['Listening'],['Cooking']
2023-03-22,Wednesday,Great,5,High,"['Arms Day', 'Cardio']",Classes,False,5.5,['Clash Royale'],"['Guitar', 'Composition', 'Piano']","['Meditation', 'Hangout with Cami', 'Dinner with Cami']"
2023-03-21,Tuesday,Great,4,Medium,['Arms Day'],Weekend,True,5.7,"['Clash Royale', 'Zelda']",['Guitar'],"['Dinner with Cami', 'Meditation', 'Hangout with Cami']"
2023-03-20,Monday,Great,1,High,[],Office,False,8.6,[],"['Listening', 'Recording']","['Meditation', 'Dinner with Cami', 'Cooking']"
2023-03-19,Sunday,Great,3,Low,[],Weekend,False,8.6,['Chess'],"['Bass', 'Piano', 'Listening']","['Work in HabitLens', 'Meditation', 'Hangout with Cami']"
2023-03-18,Saturday,Good,2,High,['Arms Day'],Weekend,False,6.2,"[""Baldur's Gate""]",['Vocals'],"['Hangout with Cami', 'Cooking', 'Dinner with Cami']"
2023-03-17,Friday,Meh,2,Medium,['Legs Day'],Classes,True,8.2,"['Clash Royale', ""Baldur's Gate""]","['Bass', 'Piano', 'Vocals']",[]
2023-03-16,Thursday,Neutral,4,Low,['Legs Day'],Office,True,6.5,[],"['Recording', 'Vocals']",['Work in HabitLens']
2023-03-15,Wednesday,Neutral,3,Medium,[],Office,True,9.0,['Chess'],"['Listening', 'Composition']",['Hangout with Cami']
2023-03-14,Tuesday,Neutral,2,Low,['Cardio'],Classes,True,6.2,[],"['Vocals', 'Composition']",['Hangout with Cami']
2023-03-13,Monday,Neutral,1,Medium,"['Legs Day', 'Arms Day']",Home office,True,8.3,[],[],"['Dinner with Cami', 'Cooking', 'Work in HabitLens']"
2023-03-12,Sunday,Sad,5,Low,"['Back Day', 'Chest Day']",Weekend,True,9.0,['Clash Royale'],['Composition'],"['Work in HabitLens', 'Meditation', 'Cooking']"
2023-03-11,Saturday,Neutral,5,Medium,[],Weekend,False,8.0,['Chess'],"['Bass', 'Piano']",[]
2023-03-10,Friday,Great,4,High,['Back Day'],Classes,True,5.0,"['Clash Royale', 'Zelda']",[],[]
2023-03-09,Thursday,Amazing,4,High,[],Classes,False,7.1,[],"['Practice', 'Composition', 'Listening']","['Hangout with Cami', 'Meditation']"
2023-03-08,Wednesday,Neutral,4,Medium,"['Arms Day', 'Cardio']",Home office,True,8.3,[],"['Listening', 'Bass']","['Hangout with Cami', 'Cooking', 'Meditation']"
2023-03-07,Tuesday,Neutral,2,Medium,"['Back Day', 'Chest Day']",Classes,True,7.6,"['Zelda', 'Clash Royale']","['Piano', 'Bass', 'Listening']",['Meditation']
2023-03-06,Monday,Neutral,3,Medium,[],Office,True,7.0,"['Clash Royale', 'Chess']","['Piano', 'Practice']",['Hangout with Cami']
2023-03-05,Sunday,Amazing,5,Medium,[],Weekend,True,8.2,['Zelda'],"['Vocals', 'Bass', 'Practice']",[]
2023-03-04,Saturday,Neutral,2,Medium,[],Weekend,False,7.1,"[""Baldur's Gate""]","['Vocals', 'Piano']","['Work in HabitLens', 'Dinner with Cami']"
2023-03-03,Friday,Amazing,5,High,[],Classes,False,7.4,"['Chess', 'Zelda']",[],[]
2023-03-02,Thursday,Neutral,2,Medium,[],Office,True,7.0,['Clash Royale'],['Guitar'],"['Hangout with Cami', 'Cooking']"
2023-03-01,Wednesday,Neutral,1,Medium,"['Arms Day', 'Back Day']",Office,True,7.2,['Chess'],[],['Hangout with Cami']
2023-02-28,Tuesday,Amazing,2,High,['Chest Day'],Office,True,7.9,['Chess'],[],['Cooking']
2023-02-27,Monday,Amazing,4,High,[],Classes,False,7.7,[],"['Listening', 'Vocals']",['Cooking']
2023-02-26,Sunday,Terrible,1,Low,['Chest Day'],Weekend,False,7.6,[],['Vocals'],"['Cooking', 'Work in HabitLens', 'Hangout with Cami']"
2023-02-25,Saturday,Great,2,Medium,['Legs Day'],Weekend,True,7.1,[],[],['Hangout with Cami']
2023-02-24,Friday,Great,5,Medium,"['Arms Day', 'Back Day']",Office,True,9.0,"['Zelda', 'Clash Royale']",['Vocals'],['Cooking']
2023-02-23,Thursday,Good,1,Low,['Arms Day'],Office,True,5.1,['Zelda'],"['Composition', 'Listening']",['Meditation']
2023-02-22,Wednesday,Amazing,2,Medium,"['Cardio', 'Chest Day']",Classes,True,4.9,[],['Practice'],[]
2023-02-21,Tuesday,Meh,2,Low,[],Home office,True,9.0,['Zelda'],"['Bass', 'Guitar', 'Piano']",['Hangout with Cami']
2023-02-20,Monday,Neutral,1,High,"['Back Day', 'Cardio']",Office,False,5.6,[],['Bass'],[]
2023-02-19,Sunday,Great,4,High,['Legs Day'],Weekend,True,7.3,['Clash Royale'],[],"['Dinner with Cami', 'Work in HabitLens', 'Cooking']"
2023-02-18,Saturday,Good,4,Medium,['Legs Day'],Weekend,True,7.6,['Zelda'],"['Listening', 'Vocals']",['Hangout with Cami']
2023-02-17,Friday,Great,3,High,[],Home office,True,7.0,[],[],['Meditation']
2023-02-16,Thursday,Meh,5,High,[],Home office,True,4.8,['Chess'],['Composition'],['Cooking']
2023-02-15,Wednesday,Great,2,High,[],Office,True,7.0,"[""Baldur's Gate"", 'Chess']","['Composition', 'Bass', 'Practice']",['Dinner with Cami']
2023-02-14,Tuesday,Neutral,3,Low,[],Classes,True,6.2,"['Clash Royale', ""Baldur's Gate""]","['Listening', 'Recording']","['Dinner with Cami', 'Meditation', 'Cooking']"
2023-02-13,Monday,Meh,5,High,[],Office,True,9.0,['Zelda'],['Recording'],"['Dinner with Cami', 'Hangout with Cami', 'Work in HabitLens']"
2023-02-12,Sunday,Good,2,Very Low,['Back Day'],Weekend,True,8.0,"[""Baldur's Gate""]","['Guitar', 'Listening']","['Hangout with Cami', 'Work in HabitLens', 'Dinner with Cami']"
2023-02-11,Saturday,Good,3,Very High,['Cardio'],Weekend,False,8.0,[],"['Recording', 'Practice', 'Bass']",[]
2023-02-10,Friday,Good,5,Medium,[],Classes,False,8.5,[],"['Vocals', 'Composition', 'Bass']","['Meditation', 'Work in HabitLens']"
2023-02-09,Thursday,Meh,4,Medium,['Legs Day'],Office,False,7.8,[],"['Practice', 'Recording']","['Cooking', 'Meditation']"
2023-02-08,Wednesday,Meh,3,Medium,"['Cardio', 'Chest Day']",Classes,True,6.0,['Clash Royale'],"['Listening', 'Practice', 'Piano']","['Dinner with Cami', 'Work in HabitLens']"
2023-02-07,Tuesday,Great,3,High,['Cardio'],Office,True,9.0,"['Chess', ""Baldur's Gate""]","['Bass', 'Composition', 'Guitar']","['Meditation', 'Dinner with Cami']"
2023-02-06,Monday,Neutral,5,Medium,"['Cardio', 'Back Day']",Office,True,7.9,['Clash Royale'],"['Bass', 'Guitar', 'Vocals']","['Dinner with Cami', 'Work in HabitLens', 'Hangout with Cami']"
2023-02-05,Sunday,Good,1,Medium,"['Back Day', 'Chest Day']",Weekend,False,6.3,[],"['Practice', 'Piano', 'Listening']",['Dinner with Cami']
2023-02-04,Saturday,Neutral,2,High,"['Arms Day', 'Back Day']",Weekend,False,6.5,[],['Practice'],[]
2023-02-03,Friday,Neutral,4,Low,[],Office,False,7.8,[],[],['Work in HabitLens']
2023-02-02,Thursday,Good,5,High,[],Home office,False,8.2,[],[],"['Work in HabitLens', 'Cooking']"
2023-02-01,Wednesday,Amazing,5,High,[],Office,False,4.0,"[""Baldur's Gate"", 'Chess']","['Bass', 'Practice', 'Composition']","['Work in HabitLens', 'Dinner with Cami', 'Meditation']"
2023-01-31,Tuesday,Neutral,1,High,[],Weekend,False,7.2,"[""Baldur's Gate"", 'Zelda']","['Bass', 'Composition']","['Dinner with Cami', 'Work in HabitLens']"
2023-01-30,Monday,Neutral,2,Very High,['Back Day'],Classes,True,6.7,['Zelda'],"['Listening', 'Vocals']","['Meditation', 'Cooking']"
2023-01-29,Sunday,Neutral,3,Medium,['Back Day'],Weekend,False,6.3,"['Clash Royale', ""Baldur's Gate""]","['Guitar', 'Vocals', 'Recording']","['Meditation', 'Work in HabitLens', 'Dinner with Cami']"
2023-01-28,Saturday,Neutral,3,Medium,[],Weekend,True,8.0,"['Clash Royale', ""Baldur's Gate""]","['Practice', 'Vocals']",[]
2023-01-27,Friday,Neutral,1,Medium,['Legs Day'],Classes,True,6.5,[],[],[]
2023-01-26,Thursday,Good,3,Very High,['Cardio'],Office,True,7.9,"['Clash Royale', 'Chess']",['Vocals'],['Meditation']
2023-01-25,Wednesday,Neutral,1,Low,"['Back Day', 'Cardio']",Classes,True,5.5,"[""Baldur's Gate"", 'Zelda']","['Practice', 'Guitar', 'Composition']",['Work in HabitLens']
2023-01-24,Tuesday,Great,2,Medium,['Cardio'],Home office,True,5.9,"[""Baldur's Gate""]","['Guitar', 'Listening', 'Vocals']",['Meditation']
2023-01-23,Monday,Neutral,3,High,[],Home office,True,6.9,['Clash Royale'],['Bass'],"['Hangout with Cami', 'Dinner with Cami', 'Work in HabitLens']"
2023-01-22,Sunday,Meh,1,Low,[],Weekend,True,4.6,['Clash Royale'],[],"['Cooking', 'Hangout with Cami', 'Work in HabitLens']"
2023-01-21,Saturday,Neutral,2,Medium,[],Weekend,True,4.0,"['Chess', ""Baldur's Gate""]",[],"['Dinner with Cami', 'Meditation']"
2023-01-20,Friday,Good,2,Low,['Arms Day'],Home office,False,9.0,"[""Baldur's Gate""]",[],['Dinner with Cami']
2023-01-19,Thursday,Neutral,4,High,[],Weekend,True,7.2,"['Chess', 'Zelda']","['Vocals', 'Bass']",['Meditation']
2023-01-18,Wednesday,Neutral,5,Very High,[],Home office,True,6.2,[],"['Piano', 'Vocals', 'Composition']","['Work in HabitLens', 'Cooking', 'Hangout with Cami']"
2023-01-17,Tuesday,Good,3,Low,[],Classes,True,6.7,['Zelda'],['Composition'],"['Meditation', 'Hangout with Cami', 'Cooking']"
2023-01-16,Monday,Neutral,4,High,['Legs Day'],Classes,True,8.7,[],"['Bass', 'Piano', 'Composition']",[]
2023-01-15,Sunday,Amazing,3,Very High,"['Legs Day', 'Back Day']",Weekend,False,7.5,['Clash Royale'],"['Listening', 'Composition', 'Practice']",[]
2023-01-14,Saturday,Neutral,1,Medium,['Chest Day'],Weekend,True,9.0,[],"['Piano', 'Guitar', 'Practice']","['Work in HabitLens', 'Meditation', 'Dinner with Cami']"
2023-01-13,Friday,Neutral,3,Low,['Back Day'],Home office,True,6.1,[],['Recording'],"['Cooking', 'Dinner with Cami']"
2023-01-12,Thursday,Neutral,2,Very High,[],Office,True,6.5,"['Chess', 'Zelda']","['Vocals', 'Bass', 'Composition']","['Cooking', 'Hangout with Cami']"
2023-01-11,Wednesday,Great,1,Very High,[],Office,True,8.7,"['Zelda', 'Clash Royale']","['Guitar', 'Practice']","['Work in HabitLens', 'Cooking']"
2023-01-10,Tuesday,Great,4,Very High,"['Arms Day', 'Back Day']",Office,True,7.7,[],['Guitar'],[]
2023-01-09,Monday,Neutral,1,Medium,['Back Day'],Home office,True,6.0,"['Clash Royale', ""Baldur's Gate""]","['Bass', 'Vocals']",[]
2023-01-08,Sunday,Neutral,2,Medium,[],Weekend,False,5.9,['Chess'],['Practice'],"['Work in HabitLens', 'Hangout with Cami']"
2023-01-07,Saturday,Good,4,Medium,['Back Day'],Weekend,False,4.6,['Clash Royale'],[],[]
2023-01-06,Friday,Neutral,5,Medium,[],Office,False,6.9,['Chess'],['Vocals'],"['Dinner with Cami', 'Meditation', 'Hangout with Cami']"
2023-01-05,Thursday,Great,2,Medium,['Cardio'],Classes,False,7.0,['Zelda'],['Composition'],[]
2023-01-04,Wednesday,Amazing,3,Medium,['Cardio'],Home office,True,6.5,"[""Baldur's Gate"", 'Zelda']","['Vocals', 'Listening']",[]
2023-01-03,Tuesday,Sad,2,Medium,"['Back Day', 'Legs Day']",Home office,True,8.7,[],"['Listening', 'Bass', 'Practice']",[]
2023-01-02,Monday,Good,2,Low,"['Legs Day', 'Cardio']",Office,False,8.9,[],['Vocals'],[]
2023-01-01,Sunday,Good,3,High,"['Back Day', 'Cardio']",Weekend,False,8.6,['Zelda'],"['Composition', 'Practice']","['Dinner with Cami', 'Meditation']"
2022-12-31,Saturday,Sad,4,Medium,[],Weekend,False,6.6,[],['Listening'],[]
2022-12-30,Friday,Neutral,2,Very Low,['Legs Day'],Office,False,6.5,[],"['Listening', 'Piano']","['Hangout with Cami', 'Cooking', 'Dinner with Cami']"
2022-12-29,Thursday,Neutral,2,Very High,['Cardio'],Classes,False,4.8,['Chess'],"['Piano', 'Practice', 'Guitar']","['Cooking', 'Work in HabitLens']"
2022-12-28,Wednesday,Neutral,5,Low,[],Office,False,6.8,['Clash Royale'],"['Practice', 'Bass', 'Recording']","['Hangout with Cami', 'Work in HabitLens', 'Meditation']"
2022-12-27,Tuesday,Neutral,4,Very Low,['Cardio'],Classes,True,6.9,"['Chess', ""Baldur's Gate""]","['Bass', 'Composition', 'Practice']","['Meditation', 'Work in HabitLens']"
2022-12-26,Monday,Great,1,High,['Back Day'],Classes,True,8.5,['Chess'],['Piano'],"['Cooking', 'Dinner with Cami', 'Meditation']"
2022-12-25,Sunday,Good,4,Medium,[],Weekend,True,6.0,"['Zelda', 'Chess']","['Piano', 'Guitar']",[]
2022-12-24,Saturday,Neutral,3,Medium,"['Legs Day', 'Back Day']",Weekend,True,4.9,"[""Baldur's Gate""]",[],"['Meditation', 'Work in HabitLens', 'Dinner with Cami']"
2022-12-23,Friday,Good,3,High,"['Legs Day', 'Cardio']",Classes,False,7.4,[],['Composition'],"['Cooking', 'Dinner with Cami', 'Meditation']"
2022-12-22,Thursday,Good,1,Medium,['Arms Day'],Home office,True,8.9,['Zelda'],"['Bass', 'Practice', 'Composition']",[]
2022-12-21,Wednesday,Neutral,5,Medium,[],Home office,True,6.0,"[""Baldur's Gate"", 'Chess']",[],"['Cooking', 'Meditation']"
2022-12-20,Tuesday,Meh,3,High,"['Arms Day', 'Legs Day']",Classes,False,6.6,[],[],"['Meditation', 'Work in HabitLens', 'Cooking']"
2022-12-19,Monday,Good,5,Very High,['Legs Day'],Office,True,7.8,['Zelda'],"['Composition', 'Guitar']",['Work in HabitLens']
2022-12-18,Sunday,Great,4,Medium,"['Legs Day', 'Arms Day']",Weekend,False,6.9,[],['Piano'],[]
2022-12-17,Saturday,Neutral,5,High,[],Weekend,True,7.1,"['Chess', 'Clash Royale']","['Practice', 'Guitar', 'Piano']","['Meditation', 'Cooking', 'Hangout with Cami']"
2022-12-16,Friday,Neutral,1,Very High,[],Classes,True,6.2,[],"['Practice', 'Vocals', 'Recording']",['Cooking']
2022-12-15,Thursday,Great,1,Medium,[],Home office,True,5.1,"['Chess', ""Baldur's Gate""]",['Recording'],"['Dinner with Cami', 'Cooking']"
2022-12-14,Wednesday,Amazing,5,High,[],Home office,False,4.5,"[""Baldur's Gate"", 'Zelda']","['Piano', 'Listening']","['Hangout with Cami', 'Meditation']"
2022-12-13,Tuesday,Amazing,4,High,['Chest Day'],Office,True,7.2,['Chess'],"['Practice', 'Listening', 'Composition']","['Hangout with Cami', 'Meditation']"
2022-12-12,Monday,Good,3,Medium,"['Back Day', 'Legs Day']",Classes,True,6.1,['Clash Royale'],"['Composition', 'Piano']",[]
2022-12-11,Sunday,Amazing,5,High,['Back Day'],Weekend,False,8.2,['Clash Royale'],['Composition'],[]
2022-12-10,Saturday,Good,5,Very High,"['Cardio', 'Arms Day']",Weekend,False,9.0,['Zelda'],"['Composition', 'Guitar', 'Vocals']","['Hangout with Cami', 'Cooking']"
2022-12-09,Friday,Sad,2,Very High,"['Cardio', 'Chest Day']",Office,False,7.7,"[""Baldur's Gate""]",['Vocals'],"['Dinner with Cami', 'Meditation']"
2022-12-08,Thursday,Meh,2,High,"['Cardio', 'Legs Day']",Office,True,6.8,[],"['Guitar', 'Vocals', 'Practice']",[]
2022-12-07,Wednesday,Great,1,Medium,['Legs Day'],Office,False,5.3,[],[],"['Work in HabitLens', 'Cooking', 'Meditation']"
2022-12-06,Tuesday,Good,3,High,[],Home office,False,7.1,[],['Practice'],"['Hangout with Cami', 'Cooking', 'Work in HabitLens']"
2022-12-05,Monday,Neutral,2,High,['Back Day'],Classes,True,7.0,"['Zelda', 'Chess']",['Composition'],[]
2022-12-04,Sunday,Great,4,Medium,[],Weekend,False,7.4,['Zelda'],"['Guitar', 'Piano', 'Composition']","['Dinner with Cami', 'Meditation']"
2022-12-03,Saturday,Meh,2,High,[],Weekend,False,7.6,[],"['Guitar', 'Vocals']","['Dinner with Cami', 'Hangout with Cami', 'Meditation']"
2022-12-02,Friday,Neutral,1,Very Low,"['Cardio', 'Legs Day']",Classes,False,7.2,"['Chess', 'Clash Royale']","['Piano', 'Guitar', 'Recording']","['Work in HabitLens', 'Dinner with Cami']"
2022-12-01,Thursday,Good,1,Medium,"['Chest Day', 'Arms Day']",Classes,True,6.8,[],[],['Meditation']
2022-11-30,Wednesday,Neutral,3,Low,[],Classes,True,5.3,['Clash Royale'],[],"['Hangout with Cami', 'Dinner with Cami']"
2022-11-29,Tuesday,Good,1,Very Low,"['Back Day', 'Chest Day']",Office,False,8.2,"[""Baldur's Gate"", 'Zelda']",['Composition'],[]
2022-11-28,Monday,Good,5,Medium,[],Home office,False,6.7,"[""Baldur's Gate""]",['Composition'],"['Meditation', 'Dinner with Cami']"
2022-11-27,Sunday,Great,4,High,"['Cardio', 'Arms Day']",Weekend,True,8.8,"['Zelda', ""Baldur's Gate""]","['Bass', 'Recording']","['Work in HabitLens', 'Meditation']"
2022-11-26,Saturday,Neutral,3,High,[],Weekend,True,6.5,"['Clash Royale', ""Baldur's Gate""]",['Bass'],['Cooking']
2022-11-25,Friday,Good,1,Very High,[],Office,True,6.2,"[""Baldur's Gate"", 'Clash Royale']","['Piano', 'Guitar', 'Bass']","['Cooking', 'Meditation']"
2022-11-24,Thursday,Great,4,Medium,[],Office,True,6.2,['Chess'],"['Practice', 'Bass', 'Composition']",[]
2022-11-23,Wednesday,Amazing,1,Very Low,"['Chest Day', 'Cardio']",Office,False,6.9,"['Zelda', ""Baldur's Gate""]","['Practice', 'Composition', 'Bass']","['Work in HabitLens', 'Dinner with Cami']"
2022-11-22,Tuesday,Good,5,Medium,[],Classes,False,5.8,['Chess'],"['Composition', 'Vocals', 'Recording']","['Work in HabitLens', 'Hangout with Cami', 'Cooking']"
2022-11-21,Monday,Meh,3,High,['Chest Day'],Classes,True,7.4,[],[],"['Hangout with Cami', 'Dinner with Cami']"
2022-11-20,Sunday,Amazing,1,High,[],Weekend,False,6.0,[],[],"['Dinner with Cami', 'Hangout with Cami']"
2022-11-19,Saturday,Neutral,2,Medium,['Cardio'],Weekend,True,6.2,"[""Baldur's Gate"", 'Chess']","['Listening', 'Piano']",['Meditation']
2022-11-18,Friday,Great,3,Medium,"['Legs Day', 'Arms Day']",Office,True,5.8,['Clash Royale'],[],[]
2022-11-17,Thursday,Great,4,High,[],Office,False,8.4,[],[],['Hangout with Cami']
2022-11-16,Wednesday,Amazing,2,Medium,[],Classes,True,5.3,"['Chess', 'Clash Royale']","['Piano', 'Bass', 'Guitar']","['Cooking', 'Dinner with Cami', 'Hangout with Cami']"
2022-11-15,Tuesday,Good,4,Low,"['Arms Day', 'Chest Day']",Office,True,8.2,[],['Guitar'],[]
2022-11-14,Monday,Great,1,Medium,"['Legs Day', 'Arms Day']",Office,False,5.5,[],"['Composition', 'Recording']",['Meditation']
2022-11-13,Sunday,Great,5,High,[],Weekend,False,7.0,['Clash Royale'],"['Piano', 'Bass']",[]
2022-11-12,Saturday,Neutral,1,Low,"['Back Day', 'Arms Day']",Weekend,True,7.8,"['Chess', 'Zelda']","['Vocals', 'Composition']",['Cooking']
2022-11-11,Friday,Great,5,Medium,[],Office,False,8.0,"[""Baldur's Gate""]",[],"['Cooking', 'Meditation']"
2022-11-10,Thursday,Good,1,Medium,['Back Day'],Home office,True,5.2,[],[],"['Work in HabitLens', 'Meditation']"
2022-11-09,Wednesday,Meh,5,Low,[],Home office,True,8.7,"['Zelda', 'Clash Royale']","['Bass', 'Practice']",[]
2022-11-08,Tuesday,Neutral,5,Low,[],Home office,True,6.5,[],"['Practice', 'Composition']","['Meditation', 'Work in HabitLens', 'Cooking']"
2022-11-07,Monday,Neutral,4,Very High,['Cardio'],Classes,True,5.9,['Chess'],"['Listening', 'Recording', 'Practice']","['Meditation', 'Hangout with Cami', 'Dinner with Cami']"
2022-11-06,Sunday,Meh,2,Medium,"['Cardio', 'Back Day']",Weekend,False,6.2,"[""Baldur's Gate"", 'Chess']",['Listening'],['Cooking']
2022-11-05,Saturday,Neutral,4,Low,"['Legs Day', 'Chest Day']",Weekend,False,6.8,[],[],"['Hangout with Cami', 'Dinner with Cami']"
2022-11-04,Friday,Good,4,High,"['Cardio', 'Legs Day']",Office,True,6.9,['Clash Royale'],['Practice'],[]
2022-11-03,Thursday,Neutral,1,High,['Back Day'],Classes,False,7.1,"['Clash Royale', ""Baldur's Gate""]",[],['Meditation']
2022-11-02,Wednesday,Neutral,4,Medium,['Arms Day'],Office,True,6.1,"['Chess', 'Zelda']",['Composition'],"['Hangout with Cami', 'Cooking']"
2022-11-01,Tuesday,Neutral,3,Medium,['Cardio'],Classes,True,5.2,[],['Practice'],[]
2022-10-31,Monday,Amazing,3,Medium,[],Office,False,7.0,['Chess'],"['Recording', 'Guitar']","['Hangout with Cami', 'Meditation']"
2022-10-30,Sunday,Good,4,High,"['Back Day', 'Cardio']",Weekend,True,9.0,[],['Listening'],"['Meditation', 'Hangout with Cami']"
2022-10-29,Saturday,Neutral,4,High,"['Chest Day', 'Back Day']",Weekend,True,7.9,"['Clash Royale', 'Chess']","['Vocals', 'Guitar', 'Composition']",[]
2022-10-28,Friday,Good,2,Medium,"['Arms Day', 'Back Day']",Home office,False,5.4,"[""Baldur's Gate"", 'Clash Royale']",[],[]
2022-10-27,Thursday,Great,2,Medium,['Chest Day'],Office,True,6.5,[],['Bass'],[]
2022-10-26,Wednesday,Great,1,Medium,"['Cardio', 'Legs Day']",Classes,False,7.7,[],[],"['Dinner with Cami', 'Meditation', 'Hangout with Cami']"
2022-10-25,Tuesday,Neutral,4,Medium,[],Office,False,7.0,"['Clash Royale', 'Zelda']",['Bass'],[]
2022-10-24,Monday,Good,1,High,['Cardio'],Office,False,5.7,['Clash Royale'],[],['Work in HabitLens']
2022-10-23,Sunday,Terrible,4,Medium,['Back Day'],Weekend,True,6.7,"['Chess', 'Zelda']",['Composition'],"['Hangout with Cami', 'Meditation']"
2022-10-22,Saturday,Meh,5,Low,"['Cardio', 'Legs Day']",Weekend,False,6.4,"['Chess', 'Zelda']","['Vocals', 'Practice', 'Piano']","['Meditation', 'Hangout with Cami', 'Cooking']"
2022-10-21,Friday,Meh,4,Medium,[],Home office,False,6.3,"['Zelda', 'Clash Royale']","['Listening', 'Bass']",['Hangout with Cami']
2022-10-20,Thursday,Good,3,Very High,[],Home office,True,7.6,['Clash Royale'],"['Listening', 'Practice', 'Vocals']","['Dinner with Cami', 'Meditation']"
2022-10-19,Wednesday,Amazing,4,Medium,"['Back Day', 'Arms Day']",Weekend,False,8.3,[],"['Listening', 'Guitar']",[]
2022-10-18,Tuesday,Meh,5,Low,['Legs Day'],Classes,True,9.0,[],"['Listening', 'Bass']","['Dinner with Cami', 'Cooking', 'Hangout with Cami']"
2022-10-17,Monday,Amazing,5,Very Low,[],Weekend,True,7.9,"['Zelda', 'Chess']",['Bass'],"['Work in HabitLens', 'Hangout with Cami', 'Dinner with Cami']"
2022-10-16,Sunday,Neutral,1,Medium,"['Legs Day', 'Arms Day']",Weekend,True,7.7,[],['Piano'],['Hangout with Cami']
2022-10-15,Saturday,Amazing,5,Low,"['Arms Day', 'Legs Day']",Weekend,True,7.2,"[""Baldur's Gate"", 'Chess']","['Bass', 'Vocals']",[]
2022-10-14,Friday,Neutral,3,Low,[],Office,True,7.4,"['Clash Royale', ""Baldur's Gate""]","['Piano', 'Guitar', 'Composition']","['Meditation', 'Cooking']"
2022-10-13,Thursday,Neutral,3,High,[],Office,False,7.7,"['Chess', 'Zelda']",[],[]
2022-10-12,Wednesday,Great,1,Medium,[],Home office,False,5.5,[],"['Bass', 'Guitar', 'Listening']","['Hangout with Cami', 'Dinner with Cami', 'Work in HabitLens']"
2022-10-11,Tuesday,Amazing,2,Medium,['Cardio'],Weekend,True,7.3,['Chess'],"['Piano', 'Bass', 'Practice']","['Meditation', 'Dinner with Cami']"
2022-10-10,Monday,Great,3,Medium,"['Legs Day', 'Cardio']",Office,True,9.0,['Chess'],"['Piano', 'Guitar']",[]
